City,colors,shape,State,Time
Shady Spring,,RECTANGLE,WV,2011-03-22 21:50:00
University Place,,LIGHT,WA,2011-03-22 22:02:00
Palm Coast,,CIRCLE,FL,2011-03-22 22:40:00
Burlington,,TRIANGLE,MA,2011-03-23 00:05:00
San Antonio,,LIGHT,TX,2011-03-23 21:10:00
Shawnee,,DISK,OK,2011-03-23 21:20:00
Eau Claire,,TRIANGLE,WI,2011-03-23 22:00:00
Seaside,BLUE,CIRCLE,OR,2011-03-23 22:00:00
Brighton,,OTHER,MI,2011-03-24 00:10:00
St. Charles,,DISK,MO,2011-03-24 01:00:00
Haltom City,,TRIANGLE,TX,2011-03-24 01:30:00
Vancouver,RED,TRIANGLE,WA,2011-03-24 05:40:00
Holt,,DISK,FL,2011-03-24 20:40:00
Marana,ORANGE,LIGHT,AZ,2011-03-24 20:45:00
Coral Gables,,DIAMOND,FL,2011-03-24 21:50:00
Smyrna,,OVAL,DE,2011-03-24 23:05:00
Port Orange,,CIRCLE,FL,2011-03-25 06:35:00
Hollywood,,OVAL,FL,2011-03-25 07:00:00
Atlantic City,,OVAL,NJ,2011-03-25 11:15:00
Holladay,,DISK,UT,2011-03-25 19:00:00
Chesapeake,,CIRCLE,VA,2011-03-25 20:30:00
Myrtle Beach,,LIGHT,SC,2011-03-25 20:30:00
Chaco Culture National Park,,LIGHT,NM,2011-03-25 22:00:00
Tomahawk,GREEN,CIRCLE,WI,2011-03-25 22:00:00
Naples,,RECTANGLE,FL,2011-03-25 23:00:00
Stratford,,TRIANGLE,CT,2011-03-26 00:50:00
Italy,,VARIOUS,TX,2011-03-26 10:30:00
no data,,SPHERE,KS,2011-03-26 15:00:00
Billings,,OTHER,MT,2011-03-26 18:00:00
Jacksonville,ORANGE,FIREBALL,FL,2011-03-26 21:00:00
Seward,ORANGE,LIGHT,AK,2011-03-26 21:00:00
Morrisville,,OTHER,PA,2011-03-26 22:00:00
Mullica Township,,LIGHT,NJ,2011-03-26 22:00:00
Modesto,,DISK,CA,2011-03-26 22:30:00
Moss Bluff,,FIREBALL,LA,2011-03-27 08:39:00
Ann Arbor,,TRIANGLE,MI,2011-03-27 11:15:00
Independence,,FLASH,MO,2011-03-27 22:59:00
Traverse City,,SPHERE,MI,2011-03-28 00:00:00
Pembroke Pines,,DISK,FL,2011-03-28 00:05:00
Wayne,,FORMATION,MI,2011-03-28 02:25:00
Prescott,,DIAMOND,AZ,2011-03-28 03:45:00
Huntley,,TRIANGLE,IL,2011-03-28 11:00:00
Lauderdale By The Sea,,VARIOUS,FL,2011-03-28 15:00:00
pks,,LIGHT,NC,2011-03-28 22:00:00
Nashville,RED,DISK,TN,2011-03-28 23:30:00
La Jolla,RED BLUE,TRIANGLE,CA,2011-03-29 04:58:00
Rancho Cucamonga,,CIRCLE,CA,2011-03-29 09:46:00
Virginia Beach,,OVAL,VA,2011-03-29 17:43:00
Myrtle Beach,,LIGHT,SC,2011-03-29 20:00:00
Oakdale,,CIRCLE,NY,2011-03-29 20:00:00
Mead,,TRIANGLE,CO,2011-03-29 20:18:00
Baltimore,,CIRCLE,MD,2011-03-29 21:00:00
Fond du Lac,,TRIANGLE,WI,2011-03-29 21:00:00
Ocean Isle Beach,RED,LIGHT,NC,2011-03-29 21:00:00
Yucaipa,,TRIANGLE,CA,2011-03-29 23:00:00
Floyd,,DISK,IA,2011-03-30 00:00:00
Easton,RED,TRIANGLE,MD,2011-03-30 01:45:00
Benson,,FIREBALL,AZ,2011-03-30 19:10:00
Chico,,TRIANGLE,CA,2011-03-30 21:00:00
North Bismarck,,TRIANGLE,ND,2011-03-30 22:10:00
Ann Arbor,,LIGHT,MI,2011-03-30 23:30:00
Bloomington,,DISK,IL,2011-03-31 00:00:00
Escondido,GREEN,LIGHT,CA,2011-03-31 00:15:00
Arizona City,,VARIOUS,AZ,2011-03-31 19:30:00
Richmond,,OTHER,ME,2011-03-31 20:00:00
Woolwich,,LIGHT,ME,2011-03-31 20:00:00
Sedona,YELLOW,CIRCLE,AZ,2011-03-31 21:00:00
Russellville,,TRIANGLE,AR,2011-03-31 23:24:00
New Berlin,,OTHER,WI,2011-04-01 00:02:00
Melbourne,,OVAL,FL,2011-04-01 01:00:00
Wichita,,EGG,KS,2011-04-01 08:00:00
Natomas,BLUE,LIGHT,CA,2011-04-01 20:30:00
Homer Glen,,LIGHT,IL,2011-04-01 21:00:00
Lakewood,,TRIANGLE,CO,2011-04-01 21:00:00
Cheyenne,,LIGHT,WY,2011-04-01 21:10:00
Conway,,OTHER,AR,2011-04-01 22:10:00
Garden City,ORANGE,DISK,SC,2011-04-01 22:15:00
Adrian,,TRIANGLE,MN,2011-04-01 22:35:00
Alligator Alley,,RECTANGLE,FL,2011-04-01 23:00:00
Naches,BLUE,SPHERE,WA,2011-04-01 23:30:00
Escondido,,LIGHT,CA,2011-04-02 00:01:00
Sedona,,LIGHT,AZ,2011-04-02 00:30:00
Lincolnshire,,TRIANGLE,IL,2011-04-02 17:30:00
Wichita Falls,,CYLINDER,TX,2011-04-02 20:00:00
Nokomis,,OTHER,FL,2011-04-02 20:30:00
Franklin Square,,TRIANGLE,NY,2011-04-02 21:00:00
Parsippany,,OTHER,NJ,2011-04-02 23:00:00
Kearns,,TRIANGLE,UT,2011-04-03 03:30:00
Henderson,,OVAL,NV,2011-04-03 14:35:00
Wilmont,GREEN,SPHERE,AR,2011-04-03 21:30:00
Alligator Alley,,RECTANGLE,FL,2011-04-03 22:00:00
Boulder Creek,,RECTANGLE,CA,2011-04-03 22:15:00
Phoenix,,FORMATION,AZ,2011-04-03 22:30:00
San Bernardino,YELLOW,LIGHT,CA,2011-04-03 23:45:00
Venice,,OTHER,CA,2011-04-04 03:00:00
Wasilla,,CIRCLE,AK,2011-04-04 04:00:00
Orange,,LIGHT,CA,2011-04-04 06:00:00
Las Vegas,,OVAL,NV,2011-04-04 08:30:00
,,SPHERE,VA,2011-04-04 18:00:00
Lipan,ORANGE,OTHER,TX,2011-04-04 20:32:00
Venice,,LIGHT,CA,2011-04-04 20:41:00
Carson City,,TRIANGLE,NV,2011-04-04 22:30:00
Buellton,,LIGHT,CA,2011-04-04 23:27:00
Tifton,,OVAL,GA,2011-04-05 10:25:00
West Covina,,SPHERE,CA,2011-04-05 11:30:00
Simi valley,,DIAMOND,CA,2011-04-05 18:25:00
La Jolla,GREEN,SPHERE,CA,2011-04-05 20:00:00
New Castle,,OTHER,PA,2011-04-05 20:35:00
Lowry City,,LIGHT,MO,2011-04-05 21:16:00
San Francisco,,LIGHT,CA,2011-04-05 22:00:00
Center Barnstead,RED ORANGE,OTHER,NH,2011-04-05 23:15:00
Mystic,,TRIANGLE,CT,2011-04-06 01:00:00
South Williamsport,,DIAMOND,PA,2011-04-06 01:23:00
Hatfield,,FORMATION,MA,2011-04-06 03:15:00
San Antonio,,OTHER,TX,2011-04-06 15:21:00
Las Vegas,,TRIANGLE,NV,2011-04-06 17:00:00
Athens-East Limestone,,OTHER,AL,2011-04-06 20:22:00
Knoxville,,EGG,TN,2011-04-06 21:20:00
Television program,,OVAL,NM,2011-04-07 01:00:00
Grand Forks,,VARIOUS,ND,2011-04-07 01:40:00
San Antonio,,CIRCLE,TX,2011-04-07 02:00:00
Fishers,,LIGHT,IN,2011-04-07 05:03:00
New York,,CYLINDER,NY,2011-04-07 09:00:00
Valatie,,LIGHT,NY,2011-04-07 19:00:00
Murray,,CIGAR,KY,2011-04-07 20:47:00
Lexington,RED,SPHERE,KY,2011-04-07 21:00:00
Stamford,,SPHERE,CT,2011-04-07 21:54:00
Garden Grove,,SPHERE,CA,2011-04-08 00:00:00
Auburn,,TRIANGLE,NY,2011-04-08 01:00:00
Corning,,OTHER,CA,2011-04-08 03:00:00
Easton,,LIGHT,MA,2011-04-08 03:57:00
Hollywood,,TRIANGLE,FL,2011-04-08 04:30:00
Spokane,,CIRCLE,WA,2011-04-08 12:40:00
Unionville,,CIRCLE,TN,2011-04-08 20:30:00
Huntington Beach,,CIRCLE,CA,2011-04-08 21:00:00
Orlando,,TRIANGLE,FL,2011-04-08 22:00:00
Irmo,,TRIANGLE,SC,2011-04-08 23:00:00
Woodland,,TRIANGLE,WA,2011-04-08 23:00:00
Annapolis,,CIRCLE,MD,2011-04-09 00:15:00
Fortuna,,LIGHT,CA,2011-04-09 01:00:00
Buffalo,,CIRCLE,NY,2011-04-09 01:30:00
Coeur d'Alene,,OTHER,ID,2011-04-09 05:00:00
Travelers Rest,,SPHERE,SC,2011-04-09 05:30:00
Orlando,,FORMATION,FL,2011-04-09 18:45:00
Grand Island,,LIGHT,NY,2011-04-09 20:30:00
Hampton,,CIRCLE,VA,2011-04-09 21:30:00
Asbury Park,,TRIANGLE,NJ,2011-04-09 22:05:00
East Peoria,GREEN,CIGAR,IL,2011-04-09 23:00:00
Saunemin,,CIRCLE,IL,2011-04-09 23:00:00
Sparland,GREEN,CIRCLE,IL,2011-04-09 23:30:00
Farmington,,TRIANGLE,NM,2011-04-09 23:55:00
Freeport,GREEN,RECTANGLE,TX,2011-04-10 05:30:00
Norcross,,FIREBALL,GA,2011-04-10 22:00:00
Stockton,,LIGHT,CA,2011-04-10 23:00:00
Los Angeles,,VARIOUS,CA,2011-04-11 01:08:00
Salina,,LIGHT,KS,2011-04-11 05:30:00
Manassas,,SPHERE,VA,2011-04-11 12:55:00
Bedford,,CIRCLE,TX,2011-04-11 21:00:00
Lake Forest,,TRIANGLE,IL,2011-04-11 21:00:00
Corvallis,YELLOW,LIGHT,OR,2011-04-11 22:00:00
Ellensburg,,LIGHT,WA,2011-04-11 22:00:00
Wenatchee,,CIRCLE,WA,2011-04-11 22:30:00
Kennewick,,LIGHT,WA,2011-04-11 22:50:00
Rockford,,LIGHT,IL,2011-04-11 23:00:00
Louisville,,SPHERE,KY,2011-04-12 03:00:00
Carrollton,,SPHERE,TX,2011-04-12 12:30:00
Montgomery,,CYLINDER,IL,2011-04-12 14:30:00
Royce City,,DISK,TX,2011-04-12 18:00:00
Ruther Glen,RED,LIGHT,VA,2011-04-12 20:30:00
Minot,,LIGHT,ND,2011-04-12 21:55:00
Rosamond,,TRIANGLE,CA,2011-04-12 22:00:00
Brazil,,SPHERE,IN,2011-04-12 23:00:00
Smryna,,DISK,TN,2011-04-13 03:15:00
Akron,,OVAL,OH,2011-04-13 10:30:00
LaPorte,,CIGAR,IN,2011-04-13 14:53:00
Albany,,SPHERE,GA,2011-04-13 18:30:00
Detroit,,RECTANGLE,MI,2011-04-13 19:15:00
Kure Beach,RED ORANGE,LIGHT,NC,2011-04-13 20:45:00
Flowery Branch,,OVAL,GA,2011-04-13 21:00:00
Fort Payne,GREEN BLUE,OVAL,AL,2011-04-13 22:30:00
Falls Church,,LIGHT,VA,2011-04-14 03:08:00
Goodyear,,TRIANGLE,AZ,2011-04-14 04:40:00
Lake Havasu City,BLUE,SPHERE,AZ,2011-04-14 04:50:00
Carrollton,,OVAL,OH,2011-04-14 08:45:00
Lake Havasu City,,OTHER,AZ,2011-04-14 20:00:00
Richmond,,DISK,VA,2011-04-14 20:00:00
Banning,,FIREBALL,CA,2011-04-14 21:00:00
Bethalto,,TRIANGLE,IL,2011-04-14 21:00:00
Egg Harbor Township,,TRIANGLE,NJ,2011-04-14 21:00:00
La Puente,RED,LIGHT,CA,2011-04-14 21:00:00
Solana Beach,RED,CHEVRON,CA,2011-04-14 21:20:00
Valley Acres,,FIREBALL,CA,2011-04-14 21:25:00
Valley acres,,FIREBALL,CA,2011-04-14 21:25:00
Santa Barbara,ORANGE,VARIOUS,CA,2011-04-14 21:26:00
Desert Hot Springs,ORANGE,FIREBALL,CA,2011-04-14 21:30:00
Rosamond,ORANGE,CYLINDER,CA,2011-04-14 21:30:00
San Diego,,CHEVRON,CA,2011-04-14 21:30:00
Federal Way,,TRIANGLE,WA,2011-04-14 21:39:00
Port Angeles,,SPHERE,WA,2011-04-14 23:00:00
Clayton,,LIGHT,NJ,2011-04-14 23:37:00
San Jose,,VARIOUS,CA,2011-04-15 14:57:00
Chico,,OVAL,CA,2011-04-15 18:30:00
Campville,,LIGHT,NY,2011-04-15 19:00:00
Vandergrift,,DISK,PA,2011-04-15 19:30:00
Belfast,ORANGE,FIREBALL,ME,2011-04-15 20:00:00
San Diego,ORANGE,FORMATION,CA,2011-04-15 21:45:00
New York City,,CIRCLE,NY,2011-04-15 23:50:00
Boulder,,LIGHT,CO,2011-04-16 00:00:00
LIttleton,,DISK,CO,2011-04-16 05:30:00
Miami,,OTHER,FL,2011-04-16 13:30:00
Miami,,OTHER,FL,2011-04-16 13:30:00
Running Springs,,LIGHT,CA,2011-04-16 19:37:00
Rancho Cucamonga,,TRIANGLE,CA,2011-04-16 20:00:00
Corpus Christi,,CIRCLE,TX,2011-04-16 21:15:00
Reno,,CIRCLE,NV,2011-04-16 22:00:00
St. Augustine Beach,,FORMATION,FL,2011-04-16 23:45:00
San Tan Valley,RED,SPHERE,AZ,2011-04-16 23:55:00
Santa Clara,,CIRCLE,CA,2011-04-17 01:45:00
LaPorte,,OVAL,IN,2011-04-17 14:02:00
Miami,,SPHERE,FL,2011-04-17 17:40:00
Benson,,LIGHT,AZ,2011-04-17 19:00:00
Hendersonville,,CIRCLE,NC,2011-04-17 20:00:00
Arvada,,FORMATION,CO,2011-04-17 21:00:00
Greensboro,,LIGHT,NC,2011-04-17 21:00:00
Hendersonville,,LIGHT,NC,2011-04-17 21:00:00
Lutz,,FLASH,FL,2011-04-17 21:48:00
Kutztown,,CIRCLE,PA,2011-04-17 21:50:00
Westminster,,CIRCLE,MD,2011-04-17 23:30:00
Murfreesboro,,LIGHT,TN,2011-04-18 00:15:00
Everett,,LIGHT,WA,2011-04-18 20:15:00
Virginia Beach,RED,DIAMOND,VA,2011-04-18 21:00:00
Yakima,,OVAL,WA,2011-04-18 21:20:00
New York City,,TRIANGLE,NY,2011-04-18 22:05:00
Fort Worth,,OVAL,TX,2011-04-18 23:00:00
Westfir,,LIGHT,OR,2011-04-19 01:15:00
Sea Cliff,,LIGHT,NY,2011-04-19 03:00:00
Clermont,,FIREBALL,FL,2011-04-19 22:00:00
Wilmington,,TRIANGLE,NC,2011-04-19 22:30:00
Hood River,,CIGAR,OR,2011-04-19 22:45:00
Fredericksburg,,DISK,TX,2011-04-20 00:00:00
Mesa,,EGG,AZ,2011-04-20 00:15:00
Bishop,,DISK,CA,2011-04-20 01:39:00
Klamath Falls,,CIRCLE,OR,2011-04-20 02:17:00
St. Louis,,VARIOUS,MO,2011-04-20 03:00:00
Lenexa,GREEN,LIGHT,KS,2011-04-20 08:56:00
Corona,ORANGE,TRIANGLE,CA,2011-04-20 19:02:00
Morton,,RECTANGLE,MN,2011-04-21 00:00:00
Fort Bragg,RED,FIREBALL,CA,2011-04-21 10:00:00
Lenexa,,OTHER,KS,2011-04-21 16:00:00
Ardenvoir,,OTHER,WA,2011-04-21 21:00:00
Effort,,TRIANGLE,PA,2011-04-21 22:00:00
Fort Mill,RED,LIGHT,SC,2011-04-21 22:29:00
Hollister,ORANGE,RECTANGLE,CA,2011-04-22 00:00:00
Mendon,,LIGHT,IL,2011-04-22 02:36:00
Denver,,OTHER,CO,2011-04-22 22:00:00
Topeka,,FIREBALL,KS,2011-04-22 22:00:00
Cordova,,OTHER,TN,2011-04-22 22:30:00
Burley,,LIGHT,ID,2011-04-22 23:00:00
Whitefish,,TRIANGLE,MT,2011-04-23 01:00:00
Pembroke,,OVAL,VA,2011-04-23 11:39:00
Las Vegas,,LIGHT,NV,2011-04-23 16:00:00
Lodi,,VARIOUS,CA,2011-04-23 20:22:00
Orland,,LIGHT,CA,2011-04-23 20:35:00
Spokane Valley,,RECTANGLE,WA,2011-04-23 20:59:00
Murfreesboro,ORANGE,RECTANGLE,TN,2011-04-23 21:00:00
Palm Beach Gardens,RED BLUE,LIGHT,FL,2011-04-23 22:45:00
Yakima,,DIAMOND,WA,2011-04-23 23:27:00
Fullerton,,VARIOUS,CA,2011-04-24 00:00:00
Round Rock,YELLOW,TEARDROP,TX,2011-04-24 00:04:00
Ocala,ORANGE,TRIANGLE,FL,2011-04-24 00:30:00
Tinley Park,,RECTANGLE,IL,2011-04-24 11:45:00
Vinita Park,,CIRCLE,MO,2011-04-24 17:30:00
Omega,,LIGHT,GA,2011-04-24 22:30:00
Stuart,,TRIANGLE,FL,2011-04-24 22:30:00
L'Anse,,FORMATION,MI,2011-04-24 23:12:00
L'Anse,,OVAL,MI,2011-04-24 23:12:00
Athens,,CIRCLE,TX,2011-04-24 23:45:00
Carpinteria,,DISK,CA,2011-04-25 20:00:00
Carpinteria,,DISK,CA,2011-04-25 20:00:00
Rockwall,,RECTANGLE,TX,2011-04-25 21:52:00
Dallas,,TRIANGLE,TX,2011-04-25 22:00:00
Pacoima,RED,DISK,CA,2011-04-26 00:30:00
Stillwater,,SPHERE,MN,2011-04-26 00:30:00
Wilkes-Barre,,RECTANGLE,PA,2011-04-26 03:00:00
Weston,,SPHERE,FL,2011-04-26 13:44:00
Rockland,,LIGHT,NY,2011-04-26 21:00:00
Screven,,FIREBALL,GA,2011-04-26 22:05:00
San Jose,RED,LIGHT,CA,2011-04-26 23:10:00
Flint,,LIGHT,MI,2011-04-27 23:00:00
Southlake,,OTHER,TX,2011-04-28 11:15:00
Aledo,RED,SPHERE,IL,2011-04-28 12:00:00
Cabot,,SPHERE,PA,2011-04-28 19:30:00
Cannon Falls,RED,LIGHT,MN,2011-04-28 21:00:00
Colorado Springs,BLUE,LIGHT,CO,2011-04-28 21:35:00
Los Angeles,ORANGE,CIRCLE,CA,2011-04-28 21:40:00
Hialeah,GREEN,FIREBALL,FL,2011-04-29 03:00:00
San Jose,,CIRCLE,CA,2011-04-29 20:40:00
San Jose,ORANGE,FIREBALL,CA,2011-04-29 20:45:00
Midway,,DIAMOND,GA,2011-04-29 20:55:00
Marianna,,FIREBALL,FL,2011-04-29 21:05:00
Alamo,RED,FORMATION,TN,2011-04-29 21:15:00
Altamonte Springs,,FIREBALL,FL,2011-04-29 22:00:00
Apex,,TRIANGLE,NC,2011-04-29 22:00:00
Gainesville,,RECTANGLE,FL,2011-04-29 22:05:00
Savannah,,CONE,GA,2011-04-29 22:15:00
Corning,,LIGHT,NY,2011-04-29 22:30:00
Starkville,,CIRCLE,MS,2011-04-29 22:35:00
Dearborn Heights,,OTHER,MI,2011-04-29 23:30:00
St. Charles,,TRIANGLE,MO,2011-04-29 23:30:00
Yakima,,LIGHT,WA,2011-04-30 00:05:00
Owensboro,YELLOW,SPHERE,KY,2011-04-30 02:00:00
Santa Fe,,LIGHT,NM,2011-04-30 02:07:00
Portland,,OTHER,OR,2011-04-30 03:05:00
Pennellville,ORANGE YELLOW,LIGHT,NY,2011-04-30 09:00:00
Mojave Desert,,VARIOUS,CA,2011-04-30 16:00:00
Grandview,,OTHER,WA,2011-04-30 18:00:00
Nashville,,FIREBALL,TN,2011-04-30 20:30:00
Nashville,,FIREBALL,TN,2011-04-30 21:00:00
Saegertown,,LIGHT,PA,2011-04-30 22:20:00
Nampa,,CHEVRON,ID,2011-04-30 22:30:00
Kenilworth,,CIRCLE,NJ,2011-04-30 23:00:00
Springdfield,,LIGHT,OR,2011-04-30 23:00:00
Seattle,,FORMATION,WA,2011-04-30 23:40:00
Dearborn,,CIRCLE,MI,2011-05-01 00:20:00
Pocatello,RED,LIGHT,ID,2011-05-01 00:55:00
Richmond,,FORMATION,VA,2011-05-01 01:45:00
Destin,,CIGAR,FL,2011-05-01 03:00:00
Schaumburg,,SPHERE,IL,2011-05-01 12:00:00
San Jose,,SPHERE,CA,2011-05-01 16:59:00
Columbia,,FIREBALL,MO,2011-05-01 21:00:00
Las Vegas,,VARIOUS,NV,2011-05-01 21:00:00
Sound Beach,ORANGE,LIGHT,NY,2011-05-01 21:30:00
Farmington,,VARIOUS,NM,2011-05-01 22:15:00
Lakeland,,OTHER,FL,2011-05-02 20:40:00
Arcadia,,FORMATION,FL,2011-05-02 21:00:00
Presidio,,FORMATION,TX,2011-05-02 21:00:00
Santa Monica,,TRIANGLE,CA,2011-05-02 21:00:00
Brainerd,,LIGHT,MN,2011-05-02 21:30:00
Santa Monica,,FORMATION,CA,2011-05-02 21:30:00
Loveland,,LIGHT,CO,2011-05-02 21:56:00
Whitwell,,DISK,TN,2011-05-02 23:00:00
Riverwoods,,CIRCLE,IL,2011-05-02 23:30:00
Tulsa,,LIGHT,OK,2011-05-03 05:20:00
Issaquah,,CIRCLE,WA,2011-05-03 11:45:00
Caret,,LIGHT,VA,2011-05-03 21:00:00
Grants Pass,ORANGE,OVAL,OR,2011-05-03 21:00:00
Redwood City,,SPHERE,CA,2011-05-03 21:00:00
Upland,,RECTANGLE,CA,2011-05-03 21:10:00
Venice,,TRIANGLE,CA,2011-05-03 21:20:00
Davenport,,EGG,IA,2011-05-03 21:30:00
San Jose,,LIGHT,CA,2011-05-03 21:30:00
Saint George,ORANGE,FIREBALL,UT,2011-05-03 22:30:00
Amery,,LIGHT,WI,2011-05-03 23:30:00
Colorado Springs,,OTHER,CO,2011-05-04 01:33:00
Albuquerque,,OTHER,NM,2011-05-04 09:00:00
Naperville,,VARIOUS,IL,2011-05-04 17:30:00
Oak Island,,LIGHT,NC,2011-05-04 21:00:00
Bountiful,,CIRCLE,UT,2011-05-04 21:30:00
Wirtz,,CIRCLE,VA,2011-05-04 21:40:00
Prince George,,LIGHT,VA,2011-05-04 22:10:00
San Francisco,RED,LIGHT,CA,2011-05-04 22:45:00
Olive Hill,ORANGE,CIRCLE,KY,2011-05-04 23:30:00
Myrtle Beach,,FORMATION,SC,2011-05-05 00:00:00
Rochester,,TRIANGLE,NY,2011-05-05 01:03:00
Lewiston,,FIREBALL,ID,2011-05-05 09:15:00
Amery,,LIGHT,WI,2011-05-05 11:41:00
Port St. Lucie,,OVAL,FL,2011-05-05 15:00:00
West Chicago,,LIGHT,IL,2011-05-05 17:15:00
Ovalo,,OVAL,TX,2011-05-05 19:30:00
North Las Vegas,,LIGHT,NV,2011-05-05 20:33:00
Bennington,,LIGHT,KS,2011-05-05 21:00:00
Brick,,FIREBALL,NJ,2011-05-05 21:00:00
Winter Garden,,TRIANGLE,FL,2011-05-05 21:00:00
Hockley,RED GREEN,LIGHT,TX,2011-05-05 21:50:00
Nampa,,TRIANGLE,ID,2011-05-05 22:00:00
East Bethel,RED YELLOW,CIRCLE,MN,2011-05-05 23:00:00
Sioux Falls,RED,CHEVRON,SD,2011-05-05 23:05:00
Myrtle Beach,,FIREBALL,SC,2011-05-05 23:20:00
Berkley Heights,,CIRCLE,NJ,2011-05-06 04:30:00
LaPorte,,OVAL,IN,2011-05-06 09:12:00
Lexington,RED,TRIANGLE,MA,2011-05-06 09:15:00
Hunlock Creek,,TRIANGLE,PA,2011-05-06 14:00:00
Topanga Canyon,,LIGHT,CA,2011-05-06 20:56:00
Mendocino,,FIREBALL,CA,2011-05-06 21:45:00
Huntsville,,TRIANGLE,AL,2011-05-06 22:10:00
Colchester,,CHEVRON,VT,2011-05-06 23:20:00
Winona,,EGG,MN,2011-05-07 00:00:00
Sacramento,,OTHER,CA,2011-05-07 02:30:00
Douglaston,,TRIANGLE,NY,2011-05-07 12:44:00
Chicago,,CIRCLE,IL,2011-05-07 20:30:00
Charleston,,OTHER,ME,2011-05-07 21:30:00
Phoenix,,OVAL,AZ,2011-05-07 21:45:00
Phoenix,,VARIOUS,AZ,2011-05-07 23:45:00
Bolingbrook,,FIREBALL,IL,2011-05-08 00:30:00
Visalia,GREEN,CYLINDER,CA,2011-05-08 03:30:00
St. Petersburg,,OTHER,FL,2011-05-08 12:00:00
Oroville,RED,CIRCLE,CA,2011-05-08 15:30:00
Albuquerque,ORANGE,TRIANGLE,NM,2011-05-08 19:00:00
Starkville,,CIRCLE,MS,2011-05-08 20:30:00
West Palm Beach,,LIGHT,FL,2011-05-08 21:50:00
New Bedford,,LIGHT,MA,2011-05-08 22:15:00
Bayfield,,DIAMOND,CO,2011-05-08 22:30:00
Walnut Creek,ORANGE,VARIOUS,CA,2011-05-08 22:45:00
Exeter,,DIAMOND,RI,2011-05-08 23:00:00
Sacramento,,DISK,CA,2011-05-09 09:35:00
Barnesville,,TEARDROP,OH,2011-05-09 11:27:00
Riddle,,RECTANGLE,OR,2011-05-09 20:00:00
Mitchell,,OTHER,GA,2011-05-09 21:30:00
Nice,,LIGHT,CA,2011-05-09 22:45:00
Palo Alto,RED BLUE,LIGHT,CA,2011-05-10 00:00:00
Phoenixville,,LIGHT,PA,2011-05-10 21:30:00
Red Bluff,RED ORANGE,SPHERE,CA,2011-05-11 03:35:00
North Palm Springs,,FIREBALL,CA,2011-05-11 04:00:00
Alpine,,SPHERE,KY,2011-05-11 12:05:00
Wilno,,OTHER,MN,2011-05-11 13:00:00
Manteno,RED,CONE,IL,2011-05-11 20:20:00
Watauga,,LIGHT,TX,2011-05-11 20:45:00
Alaska cruise,,LIGHT,AK,2011-05-11 21:00:00
Columbia,,LIGHT,SC,2011-05-11 21:40:00
Manteno,,CIRCLE,IL,2011-05-11 22:00:00
Escondido,,LIGHT,CA,2011-05-11 22:35:00
Alexandria,,FIREBALL,VA,2011-05-12 01:37:00
Phoenix,,OVAL,AZ,2011-05-12 12:25:00
Perryville,RED ORANGE,SPHERE,MO,2011-05-12 21:00:00
East Dundee,,FIREBALL,IL,2011-05-12 22:50:00
Lake  Bluff,,FIREBALL,IL,2011-05-12 23:28:00
Hermosa Beach,,LIGHT,CA,2011-05-13 01:20:00
Hackensack,,CIRCLE,NJ,2011-05-13 02:22:00
Norman,,FORMATION,OK,2011-05-13 10:30:00
Port St Lucie,,OTHER,FL,2011-05-13 11:00:00
Olivebridge,,LIGHT,NY,2011-05-13 21:00:00
Paducah,,LIGHT,KY,2011-05-13 21:45:00
Kermit,,TRIANGLE,TX,2011-05-13 22:00:00
Rock Hill,,TRIANGLE,SC,2011-05-13 22:00:00
New York City,,VARIOUS,NY,2011-05-14 02:50:00
Elkins,ORANGE,LIGHT,WV,2011-05-14 09:00:00
Plainview,,TRIANGLE,TX,2011-05-14 12:30:00
Tucson,,CIGAR,AZ,2011-05-14 12:30:00
Weston,,CIRCLE,FL,2011-05-14 13:00:00
Aventura,,OVAL,FL,2011-05-14 17:30:00
Columbus,,FORMATION,OH,2011-05-14 22:00:00
Miami,,CIGAR,FL,2011-05-14 22:00:00
Austin,GREEN,CIRCLE,TX,2011-05-14 23:00:00
Lee's Summit,,DISK,MO,2011-05-15 03:50:00
Janesville,,TRIANGLE,WI,2011-05-15 09:00:00
Buena Park,,LIGHT,CA,2011-05-15 10:20:00
Fontanna,,OVAL,CA,2011-05-15 11:00:00
Sun City,ORANGE,TRIANGLE,AZ,2011-05-15 20:00:00
Soddy Daisy,,TRIANGLE,TN,2011-05-15 20:20:00
East Troy,GREEN,TRIANGLE,WI,2011-05-15 23:10:00
Fullerton,BLUE,FIREBALL,CA,2011-05-16 00:00:00
Avon,ORANGE,LIGHT,MN,2011-05-16 00:30:00
Fort Worth,,FORMATION,TX,2011-05-16 02:30:00
LaPorte,,CIGAR,IN,2011-05-16 11:41:00
Plainwell,,FLASH,MI,2011-05-16 22:00:00
Davenport,,CIRCLE,IA,2011-05-16 22:15:00
Sioiux City,,TRIANGLE,IA,2011-05-17 01:30:00
Omaha,,TRIANGLE,NE,2011-05-17 17:20:00
Kure Beach,ORANGE,FORMATION,NC,2011-05-17 21:00:00
Anniston,,FIREBALL,AL,2011-05-17 22:30:00
Highland Park,,RECTANGLE,IL,2011-05-17 22:30:00
Gloucester,,DISK,MA,2011-05-18 00:30:00
Belen,,OVAL,NM,2011-05-18 10:00:00
Bellingham,,VARIOUS,WA,2011-05-19 00:00:00
Ellensburg,,LIGHT,WA,2011-05-19 01:30:00
